Name,Accuracy,Functions,Packages,Runtime,Functions_by_users
woliveira-hello-titanic,0.758,"['c', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'list.files', 'mean', 'nrow', 'round', 'sample', 'set.seed', 'sum', 'summary', 'table', 'bind_rows', 'glimpse', 'group_by', 'n', 'select', 'summarise', 'aes', 'geom_bar', 'ggplot', 'randomForest', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'dplyr', 'randomForest', 'ggplot2', 'readr', 'base']",1.4109179973602302,"['summarise', 'nrow', 'mean', 'glimpse', 'is.na', 'summary', 'round', 'n', 'set.seed', 'gsub', 'factor', 'geom_bar', 'read.csv', 'table', 'randomForest', 'group_by', 'c', 'aes', 'sample', 'sum', 'predict', 'write.csv', 'list.files', 'bind_rows', 'data.frame', 'ggplot', 'library', 'select']"
dukasguo-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",31.2089219093323,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
cosentinoda12-exploring-survival-on-the-titanic-dc,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",30.231132984161402,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
balakesavan-titanicbalakesavan20160921,0.77,"['as.data.frame', 'as.numeric', 'c', 'colnames', 'ifelse', 'is.na', 'library', 'mean', 'summary', 'which', 'confusionMatrix', 'binomial', 'glm', 'predict', 'read.csv', 'write.csv']","['caret', 'base']",1.6765100955963101,"['colnames', 'as.numeric', 'ifelse', 'confusionMatrix', 'mean', 'predict', 'write.csv', 'read.csv', 'binomial', 'summary', 'which', 'library', 'as.data.frame', 'c', 'is.na', 'glm']"
francoisolivier-fork-of-titanic-20,0.754,"['extractFeatures', 'as.factor', 'c', 'data.frame', 'is.na', 'library', 'order', 'print', 'return', 'set.seed', 'randomForest', 'varImpPlot', 'median', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'randomForest', 'base']",8.593281030654909,"['predict', 'write.csv', 'order', 'print', 'median', 'data.frame', 'read.csv', 'randomForest', 'as.factor', 'user defined', 'library', 'return', 'varImpPlot', 'c', 'is.na', 'set.seed']"
zahoorahmad-titanic-2nd-degree-families-and-majority-voting,0.797,"['summarize', 'filter', 'pretty_breaks', 'set', 'as.character', 'as.data.frame', 'as.factor', 'as.numeric', 'as.ordered', 'c', 'cat', 'cbind', 'colnames', 'data.frame', 'factor', 'ifelse', 'is.na', 'length', 'library', 'max', 'mean', 'nrow', 'paste', 'print', 'prop.table', 'range', 'rbind', 'rm', 'round', 'rownames', 'rowSums', 'sapply', 'seq', 'set.seed', 'strsplit', 'sub', 'substring', 'sum', 'summary', 'table', 'unique', 'which', 'train', 'trainControl', 'corrplot.mixed', 'arrange', 'group_by', 'left_join', 'n', 'select', 'summarise', 'aes', 'element_text', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_label', 'ggplot', 'labs', 'scale_fill_manual', 'scale_x_continuous', 'scale_x_discrete', 'scale_y_continuous', 'theme', 'theme_grey', 'xlab', 'hist', 'par', 'grid.arrange', 'cut2', 'kable', 'varImpPlot', 'cor', 'lm', 'median', 'predict', 'read.csv', 'str', 'write.csv']","['Hmisc', 'knitr', 'ggplot2', 'dplyr', 'caret', 'randomForest', 'gridExtra', 'ROCR', 'corrplot', 'base']",14.275346994400001,"['as.ordered', 'theme', 'lm', 'range', 'set.seed', 'scale_fill_manual', 'grid.arrange', 'length', 'read.csv', 'table', 'par', 'paste', 'sum', 'library', 'facet_grid', 'summarise', 'as.character', 'is.na', 'sub', 'scale_x_continuous', 'geom_boxplot', 'print', 'prop.table', 'left_join', 'filter', 'varImpPlot', 'colnames', 'arrange', 'unique', 'as.data.frame', 'aes', 'rbind', 'predict', 'write.csv', 'data.frame', 'rownames', 'ggplot', 'cbind', 'select', 'geom_label', 'mean', 'element_text', 'which', 'cor', 'kable', 'str', 'max', 'geom_bar', 'rm', 'substring', 'scale_y_continuous', 'train', 'corrplot.mixed', 'strsplit', 'user defined', 'trainControl', 'labs', 'nrow', 'median', 'cat', 'as.factor', 'summary', 'round', 'sapply', 'n', 'geom_histogram', 'hist', 'xlab', 'rowSums', 'factor', 'summarize', 'group_by', 'scale_x_discrete', 'c', 'theme_grey', 'as.numeric', 'ifelse', 'seq', 'geom_density', 'cut2']"
mcliff-exploring-survival-on-the-titanic,0.754,"['getMissingRows', 'norm01', 'as.data.frame', 'as.factor', 'c', 'ceiling', 'data.frame', 'factor', 'integer', 'is.na', 'library', 'max', 'names', 'nrow', 'paste', 'print', 'rep', 'return', 'sample', 'substring', 'summary', 'confusionMatrix', 'preProcess', 'train', 'bind_rows', 'mutate', 'select', 'dummy.data.frame', 'fct_recode', 'aes', 'geom_bar', 'geom_density', 'ggplot', 'labs', 'scale_x_continuous', 'pretty_breaks', 'lm', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'randomForest', 'forcats', 'caret', 'dummies', 'base']",22.366392850875897,"['fct_recode', 'labs', 'nrow', 'dummy.data.frame', 'is.na', 'names', 'confusionMatrix', 'scale_x_continuous', 'print', 'lm', 'as.factor', 'summary', 'rep', 'integer', 'factor', 'max', 'geom_bar', 'preProcess', 'read.csv', 'return', 'substring', 'as.data.frame', 'train', 'c', 'aes', 'mutate', 'sample', 'paste', 'predict', 'write.csv', 'bind_rows', 'data.frame', 'ggplot', 'geom_density', 'pretty_breaks', 'user defined', 'ceiling', 'library', 'select']"
francoisolivier-titanic-20,0.756,"['extractFeatures', 'as.factor', 'c', 'data.frame', 'is.na', 'library', 'return', 'row.names', 'set.seed', 'aes', 'coord_flip', 'element_text', 'geom_bar', 'ggplot', 'ggsave', 'ggtitle', 'theme', 'theme_light', 'xlab', 'ylab', 'importance', 'randomForest', 'median', 'predict', 'reorder', 'read.csv', 'write.csv']","['ggplot2', 'randomForest', 'base']",1.21174216270447,"['median', 'element_text', 'coord_flip', 'theme', 'is.na', 'ggsave', 'as.factor', 'importance', 'theme_light', 'xlab', 'set.seed', 'geom_bar', 'read.csv', 'randomForest', 'return', 'row.names', 'c', 'aes', 'ylab', 'reorder', 'predict', 'write.csv', 'ggtitle', 'data.frame', 'ggplot', 'user defined', 'library']"
paulbisto-r-titanic-script-practice,0.758,"['as.data.frame', 'as.factor', 'is.na', 'library', 'names', 'nrow', 'rbind', 'summary', 'table', 'aes', 'facet_grid', 'facet_wrap', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_jitter', 'ggplot', 'ggtitle', 'randomForest', 'as.formula', 'median', 'predict', 'head', 'read.csv', 'str', 'tail', 'write.csv']","['ggplot2', 'randomForest', 'base']",3.0290641784668,"['nrow', 'as.formula', 'facet_wrap', 'median', 'geom_jitter', 'is.na', 'names', 'geom_boxplot', 'as.factor', 'summary', 'str', 'geom_bar', 'read.csv', 'table', 'randomForest', 'as.data.frame', 'aes', 'tail', 'rbind', 'predict', 'write.csv', 'ggtitle', 'ggplot', 'geom_density', 'head', 'library', 'facet_grid']"
prasadsawant1107-predicting-survival-on-titanic,0.758,"['c', 'data.frame', 'factor', 'grepl', 'is.na', 'library', 'sum', 'bind_rows', 'aes', 'geom_bar', 'ggplot', 'scale_x_continuous', 'plot', 'text', 'rpart', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'dplyr', 'rpart', 'base']",1.73822903633118,"['factor', 'sum', 'scale_x_continuous', 'plot', 'predict', 'write.csv', 'bind_rows', 'data.frame', 'grepl', 'geom_bar', 'ggplot', 'read.csv', 'rpart', 'library', 'text', 'c', 'aes', 'is.na']"
akramsayadi-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",24.830050945282,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
proj20-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",28.3967878818512,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
alma123-titanic,0.737,"['plot', 'extractFeatures', 'abs', 'as.character', 'as.factor', 'as.numeric', 'c', 'data.frame', 'gsub', 'ifelse', 'is.na', 'lapply', 'library', 'list', 'mean', 'merge', 'names', 'paste', 'rbind', 'return', 'round', 'row.names', 'set.seed', 'substr', 'summary', 'toupper', 'unlist', 'aes', 'coord_flip', 'element_text', 'geom_bar', 'ggplot', 'ggtitle', 'theme', 'theme_light', 'xlab', 'ylab', 'abline', 'slot', 'importance', 'randomForest', 'performance', 'prediction', 'aggregate', 'lm', 'predict', 'reorder', 'read.csv', 'write.csv']","['ggplot2', 'randomForest', 'ROCR', 'base']",4.5197851657867405,"['unlist', 'list', 'mean', 'lapply', 'merge', 'element_text', 'coord_flip', 'as.character', 'theme', 'slot', 'is.na', 'names', 'lm', 'as.factor', 'summary', 'round', 'importance', 'set.seed', 'gsub', 'theme_light', 'xlab', 'aggregate', 'geom_bar', 'toupper', 'read.csv', 'performance', 'randomForest', 'return', 'abs', 'c', 'row.names', 'aes', 'ylab', 'rbind', 'paste', 'as.numeric', 'plot', 'ifelse', 'predict', 'reorder', 'write.csv', 'ggtitle', 'data.frame', 'ggplot', 'substr', 'user defined', 'library', 'prediction', 'abline']"
mrsheriff-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",24.6540901660919,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
